product_id,image,name,shop_name,shopid,main_category,sub_category,description
19941741813,9cedf3c19821e83aa88a1e2f401e4e3b,Plac Poles sepatu Bersih Cream Pemutih Shoes Sandal Sikat Sabun Semir Cairan Cream Penghilang Noda Kotor Cleaner Cowok Cewek,rejeki007,519630646,Sepatu Pria,Aksesoris & Perawatan Sepatu,"Plac Poles Sepatu Bersih Cream adalah solusi praktis untuk merawat dan membersihkan sepatu kesayanganmu. Dengan formula khusus, cream ini efektif menghilangkan noda membandan, kotoran, dan bau tak sedap pada sepatu, sandal, atau sneakers.  

Cocok untuk cowok dan cewek, produk ini tidak hanya membersihkan tapi juga memutihkan kembali warna sepatu yang kusam. Dilengkapi dengan sikat lembut untuk memudahkan aplikasi, Plac Poles membuat sepatumu kembali bersih dan kinclong dalam hitungan menit.  

Tersedia dalam bentuk cream yang mudah digunakan, cukup oleskan, gosok perlahan, dan sepatumu langsung tampak seperti baru. Tanpa bahan keras yang merusak material, aman untuk berbagai jenis sepatu kulit, kanvas, atau sintetis.  

Jaga penampilanmu dengan sepatu yang selalu bersih dan wangi! Plac Poles Sepatu Bersih Cream, perawatan mudah untuk sepatu kesayanganmu."
8609667001,94b8c7d8fabca08490e1398864a7e3d7,Bantalan Sepatu Depan / Insole (2pcs) - PR0015,Neofelis Houseware,113260191,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Bantalan Sepatu Depan / Insole (2pcs) - PR0015 adalah solusi praktis untuk kenyamanan ekstra saat mengenakan sepatu favoritmu. Terbuat dari bahan lembut dan empuk, bantalan ini membantu mengurangi gesekan dan tekanan pada bagian depan kaki, sehingga kamu bisa beraktivitas seharian tanpa rasa pegal atau lecet.  

Cocok untuk berbagai jenis sepatu wanita, terutama sepatu hak tinggi atau model yang cenderung sempit. Dengan ukuran yang pas dan desain tipis, bantalan ini tidak mengubah bentuk sepatu namun memberikan perlindungan maksimal. Mudah dipasang dan bisa dipindahkan ke sepatu lain sesuai kebutuhan.  

Dapatkan sepasang bantalan sepatu ini sekarang dan rasakan bedanya! Nyaman sepanjang hari, gaya tetap maksimal."
845133903,882bfbef267af16d4a84624d1f33a885,MKL - Saddle Shoes / Shoee Tree Catokan Sepatu Shoe Saddle,jakartakinesio,1317599,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**MKL - Saddle Shoes / Shoee Tree Catokan Sepatu Shoe Saddle**  

Aksesori wajib untuk menjaga bentuk dan kualitas sepatu kesayanganmu! **MKL Saddle Shoes** adalah shoe tree atau catokan sepatu yang dirancang khusus untuk mempertahankan bentuk asli sepatu, mencegah kerutan, dan menyerap kelembapan. Cocok untuk berbagai jenis sepatu pria, terutama saddle shoes, agar tetap rapi dan awet.  

**Fitur Utama:**  
✔️ Material kayu berkualitas, tahan lama dan ramah lingkungan  
✔️ Desain ergonomis, pas untuk berbagai ukuran sepatu  
✔️ Menjaga bentuk sepatu tetap sempurna  
✔️ Menyerap bau dan kelembapan, bikin sepatu selalu fresh  
✔️ Mudah digunakan dan disimpan  

Jaga investasi sepatu mahalmu dengan **MKL Saddle Shoes**! Cocok untuk kolektor sepatu atau pria yang peduli penampilan. Dapatkan sekarang dan rasakan bedanya!  

**#PerawatanSepatu #AksesorisSepatuPria #SepatuAwet**"
11448295634,2d16dcd0429f2c198fd3381d17696d5b,"ANTI JAMUR TAS KULIT DAUN TALAS ANTI AIR, LEATHER BALSAM, CREAM TAS KULIT ANTI AIR GARAEL LEATHER BALM TANPA PEWARNA",Garael Official Store,526900249,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**ANTI JAMUR TAS KULIT DAUN TALAS ANTI AIR, LEATHER BALSAM, CREAM TAS KULIT ANTI AIR GARAEL LEATHER BALM TANPA PEWARNA**  

Jaga sepatu kulit priamu tetap awet dan terlindungi dengan **Garael Leather Balm**! Formula khusus ini dirancang untuk merawat sepatu kulit, memberikan perlindungan anti air sekaligus mencegah tumbuhnya jamur. Cocok untuk semua jenis sepatu kulit, baik formal maupun casual.  

**Keunggulan Produk:**  
✔ **Anti Air** – Lapisan pelindung yang membuat sepatu tahan terhadap air dan kelembapan.  
✔ **Anti Jamur** – Mencegah tumbuhnya jamur dan bau tak sedap pada sepatu.  
✔ **Tanpa Pewarna** – Aman digunakan tanpa risiko meninggalkan noda pada sepatu.  
✔ **Melembapkan Kulit** – Memberikan nutrisi agar kulit tetap lentur dan tidak mudah retak.  
✔ **Aroma Segar** – Wangi lembut yang tidak mengganggu.  

Cara Pakai:  
1. Bersihkan sepatu dari debu dan kotoran.  
2. Oleskan secara merata dengan kain lembut atau kuas.  
3. Diamkan beberapa saat hingga meresap sempurna.  

Dapatkan sepatu kulit yang selalu terlihat baru dan terlindungi dengan **Garael Leather Balm**! Tersedia dalam kemasan praktis, siap menemani perawatan sepatu kesayanganmu setiap hari.  

**#PerawatanSepatu #LeatherCare #SepatuKulitAwet**"
12648185204,25eac0de61c8e0f0821daf72fb37f8c6,1 Pasang Insole Pad dan T-Shape Untuk Sepatu High Heel / Bantalan Sol Sepatu Anti Lecet Anti Kebesaran,Dishdash,14226667,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Bikin pakai high heels jadi lebih nyaman seharian dengan **1 Pasang Insole Pad dan T-Shape** ini! Sol sepatu khusus ini dirancang untuk mengurangi gesekan dan mencegah lecet saat pakai heels tinggi.  

Terbuat dari bahan lembut dan elastis yang pas di berbagai ukuran sepatu, sol ini juga membantu mengatasi masalah sepatu kebesaran, jadi lebih nyaman dipakai tanpa khawatir tergelincir. Cocok untuk semua jenis high heels, stiletto, atau wedges.  

**Fitur Utama:**  
✔ Anti lecet & gesekan  
✔ Bantu atasi sepatu kebesaran  
✔ Bahan lembut dan elastis  
✔ Mudah dipasang & dicopot  
✔ Cocok untuk semua jenis high heels  

Bikin langkahmu lebih ringan dan nyaman sepanjang hari dengan insole praktis ini!"
2589914029,id-11134207-7quky-lgqb2jbhdgoge2,Tali Sepatu SEPASANG elastis karet melar NO TIE LOCK LACES,dovizaazzura,167113677,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Tali sepatu elastis SEPASANG yang praktis dan stylish, cocok untuk sepatu wanita!  

Dengan material karet melar yang nyaman, tali sepatu ini memudahkanmu memakai sepatu tanpa perlu mengikat lagi. Cukup pasang sekali, dan sepatu tetap rapi sepanjang hari.  

Fitur NO TIE LOCK LACES membuatnya anti lepas, sehingga kamu bebas beraktivitas tanpa khawatir tali sepatu kendur. Tersedia dalam berbagai warna yang bisa disesuaikan dengan gaya harianmu.  

Solusi cepat untuk sepatu sneakers, flats, atau olahraga. Cocok juga sebagai hadiah untuk teman atau keluarga yang suka gaya simpel tapi tetap trendy!  

Dapatkan sekarang dan rasakan kemudahan pakai sepatu tanpa ribet!"
3933085850,a4c8b41ce899c9cbee9274db725ff89b,【GOGOMART】Panjang Swokii Insole Alas Kaki Wanita / Anti Slip Sepatu High Heels Anti Slip - 1 Pasang,Gogomart Official Shop,4923965,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"**Panjang Swokii Insole Alas Kaki Wanita / Anti Slip Sepatu High Heels Anti Slip - 1 Pasang**  

Bikin sepatu high heelsmu lebih nyaman dan aman dipakai seharian dengan **Panjang Swokii Insole**! Insole ini didesain khusus untuk mengurangi gesekan dan mencegah kaki tergelincir saat berjalan, sehingga kamu bisa tampil percaya diri tanpa khawatir terpeleset.  

✨ **Fitur Utama:**  
✔ **Anti Slip** – Permukaan yang bertekstur memberikan cengkeraman maksimal, mengurangi risiko terpeleset.  
✔ **Nyaman Sepanjang Hari** – Bahan lembut yang menopang kaki dengan sempurna, mengurangi lelah saat pakai heels.  
✔ **Universal Size** – Cocok untuk berbagai ukuran sepatu wanita, mudah dipotong sesuai kebutuhan.  
✔ **Tahan Lama** – Material berkualitas tinggi yang awet meski dipakai setiap hari.  

Cocok untuk sepatu high heels, wedges, atau bahkan flat shoes yang licin. Dapatkan kenyamanan ekstra dan gaya tanpa kompromi dengan **Panjang Swokii Insole**!  

**Isi:** 1 pasang (2 buah) insole anti slip.  

Ayo, jangan biarkan sepatu heelsmu bikin tidak nyaman lagi – order sekarang juga! 🛒💖"
11637124722,08a24902a17f9f4bbaab2d43d2406110,KAUS KAKI WANITA BAHAN SILICON INSOLESEPATU  WANITA BAHAN  SILICON ANTI KAPALAN SOL SEPATU,WINNING88,349395021,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Kaus Kaki Wanita Bahan Silicon Insolesepatu - Sol Sepatu Anti Kapalan yang Nyaman!  

Hadir dengan bahan silicon berkualitas tinggi, kaus kaki ini dirancang khusus untuk melindungi kaki dari kapalan dan lecet saat memakai sepatu. Desainnya yang ergonomis memberikan kenyamanan maksimal sepanjang hari, cocok untuk aktivitas sehari-hari atau olahraga ringan.  

✔ Bahan silicon lembut dan elastis, pas di berbagai ukuran kaki  
✔ Sol dalam anti slip, mengurangi gesekan penyebab kapalan  
✔ Mudah dicuci dan cepat kering, tahan lama  
✔ Cocok dipakai dengan sepatu tertutup, heels, atau sneakers  

Jaga kesehatan kaki dan tingkatkan kenyamanan berjalan dengan Kaus Kaki Silicon Insolesepatu ini! Dapatkan sekarang sebelum kehabisan!"
15183962338,d1b26cc2df637794d8a1f394d595aba7,COD - Pemutih & Pembersih Sepatu & Sneakers / sikat sepatu / pembersih sandal,Erawan-official store✅,29523336,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**COD - Pemutih & Pembersih Sepatu & Sneakers / Sikat Sepatu / Pembersih Sandal**  

Bikin sepatu dan sneakers kesayanganmu kinclong seperti baru lagi dengan **Pemutih & Pembersih Sepatu** ini! Cocok untuk semua jenis sepatu pria, dari bahan kanvas, kulit, hingga mesh.  

✔ **Formula khusus** yang ampuh membersihkan noda membanding, debu, dan kotoran  
✔ **Mengandung pemutih** untuk mengembalikan warna asli sepatu yang kusam  
✔ **Dilengkapi sikat lembut** yang tidak merusak material sepatu  
✔ **Aman digunakan** untuk sneakers, sandal, bahkan tas  
✔ **Praktis dan cepat**, hasil bersih maksimal dalam hitungan menit  

Dapatkan sepatu bersih, wangi, dan tampak baru setiap hari tanpa perlu repot ke laundry sepatu. **Stok terbatas, buruan order sekarang!**  

*NB: Produk ini ready COD (Cash on Delivery) untuk kenyamanan belanjamu.*"
16908592572,98ecd7a51a98fb2e2f7f42cc0fe4ffe4,SATU PASANG GEL SILICON PELINDUNG JARI KAKI DEPAN INSOLE SILICON ALAS SEPATU WANITA,WINNING88,349395021,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"SATU PASANG GEL SILICON PELINDUNG JARI KAKI DEPAN INSOLE SILICON ALAS SEPATU WANITA  

Solusi praktis untuk jari kaki yang lecet dan nyeri saat pakai sepatu! Gel silicon ini didesain khusus untuk melindungi bagian depan kaki dari gesekan dan tekanan berlebih. Cocok dipakai dengan semua jenis sepatu wanita, baik flat shoes, heels, atau sneakers.  

✅ Bahan silicon lembut & elastis, nyaman dipakai seharian  
✅ Anti slip, tidak mudah bergeser saat digunakan  
✅ Mudah dibersihkan, bisa dipakai berulang kali  
✅ Ukuran universal, pas untuk semua ukuran kaki  

Bebas rasa sakit dan lecet saat pakai sepatu favorit! Dapatkan sekarang juga dan rasakan kenyamanan maksimal di setiap langkahmu.  

*Isi kemasan: 1 pasang gel silicon (kiri & kanan)*"
